year,school name,suburb,state,teaching staff per total enrolments
2013,Cosgrove High School,Glenorchy,TAS,0.1506276150627615
2012,Cosgrove High School,Glenorchy,TAS,0.11374407582938388
2011,Cosgrove High School,Glenorchy,TAS,0.10358565737051793
2010,Cosgrove High School,Glenorchy,TAS,0.09917355371900827
2009,Cosgrove High School,Glenorchy,TAS,0.10038610038610038
2008,Cosgrove High School,Glenorchy,TAS,0.10236220472440945
2010,Bridgewater High School,Bridgewater,TAS,0.12631578947368421
2009,Bridgewater High School,Bridgewater,TAS,0.10526315789473684
2008,Bridgewater High School,Bridgewater,TAS,0.11224489795918367
2024,Dover District School,Dover,TAS,0.14583333333333334
2023,Dover District School,Dover,TAS,0.13245033112582782
2022,Dover District School,Dover,TAS,0.14788732394366197
2021,Dover District School,Dover,TAS,0.14285714285714285
2020,Dover District School,Dover,TAS,0.12698412698412698
2019,Dover District School,Dover,TAS,0.11650485436893204
2018,Dover District School,Dover,TAS,0.10185185185185185
2017,Dover District School,Dover,TAS,0.1518987341772152
2016,Dover District School,Dover,TAS,0.10576923076923077
2015,Dover District School,Dover,TAS,0.11818181818181818
2014,Dover District School,Dover,TAS,0.10619469026548672
2013,Dover District School,Dover,TAS,0.0990990990990991
2012,Dover District School,Dover,TAS,0.10101010101010101
2011,Dover District School,Dover,TAS,0.12121212121212122
2010,Dover District School,Dover,TAS,0.09821428571428571
2009,Dover District School,Dover,TAS,0.08
2008,Dover District School,Dover,TAS,0.1111111111111111
2012,Geeveston Primary School,Geeveston,TAS,0.15841584158415842
2011,Geeveston Primary School,Geeveston,TAS,0.13008130081300814
2010,Geeveston Primary School,Geeveston,TAS,0.11920529801324503
2009,Geeveston Primary School,Geeveston,TAS,0.09714285714285714
2008,Geeveston Primary School,Geeveston,TAS,0.10429447852760736
2024,Huonville High School,Huonville,TAS,0.12367491166077739
2023,Huonville High School,Huonville,TAS,0.11746031746031746
2022,Huonville High School,Huonville,TAS,0.1111111111111111
2021,Huonville High School,Huonville,TAS,0.10404624277456648
2020,Huonville High School,Huonville,TAS,0.11195928753180662
2019,Huonville High School,Huonville,TAS,0.09803921568627451
2018,Huonville High School,Huonville,TAS,0.11246943765281174
2017,Huonville High School,Huonville,TAS,0.09761904761904762
2016,Huonville High School,Huonville,TAS,0.09935205183585313
2015,Huonville High School,Huonville,TAS,0.10089686098654709
2014,Huonville High School,Huonville,TAS,0.08676789587852494
2013,Huonville High School,Huonville,TAS,0.08908685968819599
2012,Huonville High School,Huonville,TAS,0.08759124087591241
2011,Huonville High School,Huonville,TAS,0.08786610878661087
2010,Huonville High School,Huonville,TAS,0.0881057268722467
2009,Huonville High School,Huonville,TAS,0.09027777777777778
2008,Huonville High School,Huonville,TAS,0.08045977011494253
2024,Bayview Secondary College,Rokeby,TAS,0.09711286089238845
2023,Bayview Secondary College,Rokeby,TAS,0.10335195530726257
2022,Bayview Secondary College,Rokeby,TAS,0.09819121447028424
2021,Bayview Secondary College,Rokeby,TAS,0.09941520467836257
2020,Bayview Secondary College,Rokeby,TAS,0.10855263157894737
2019,Bayview Secondary College,Rokeby,TAS,0.09897610921501707
2018,Bayview Secondary College,Rokeby,TAS,0.09881422924901186
2017,Bayview Secondary College,Rokeby,TAS,0.091324200913242
2016,Bayview Secondary College,Rokeby,TAS,0.09142857142857143
2015,Bayview Secondary College,Rokeby,TAS,0.10714285714285714
2014,Bayview Secondary College,Rokeby,TAS,0.10559006211180125
2013,Bayview Secondary College,Rokeby,TAS,0.10215053763440861
2012,Bayview Secondary College,Rokeby,TAS,0.1065989847715736
2011,Bayview Secondary College,Rokeby,TAS,0.10648148148148148
2010,Bayview Secondary College,Rokeby,TAS,0.09950248756218906
2009,Bayview Secondary College,Rokeby,TAS,0.08163265306122448
2008,Bayview Secondary College,Rokeby,TAS,0.07653061224489796
2024,Bothwell District High School,Bothwell,TAS,0.16455696202531644
2023,Bothwell District High School,Bothwell,TAS,0.1511627906976744
2022,Bothwell District High School,Bothwell,TAS,0.14457831325301204
2021,Bothwell District High School,Bothwell,TAS,0.13580246913580246
2020,Bothwell District High School,Bothwell,TAS,0.17391304347826086
2019,Bothwell District High School,Bothwell,TAS,0.16666666666666666
2018,Bothwell District High School,Bothwell,TAS,0.16666666666666666
2017,Bothwell District High School,Bothwell,TAS,0.15384615384615385
2016,Bothwell District High School,Bothwell,TAS,0.14285714285714285
2015,Bothwell District High School,Bothwell,TAS,0.125
2014,Bothwell District High School,Bothwell,TAS,0.15476190476190477
2013,Bothwell District High School,Bothwell,TAS,0.16666666666666666
2012,Bothwell District High School,Bothwell,TAS,0.13953488372093023
2011,Bothwell District High School,Bothwell,TAS,0.14285714285714285
2010,Bothwell District High School,Bothwell,TAS,0.12903225806451613
2009,Bothwell District High School,Bothwell,TAS,0.11235955056179775
2008,Bothwell District High School,Bothwell,TAS,0.10869565217391304
2024,Deloraine High School,Deloraine,TAS,0.09923664122137404
2023,Deloraine High School,Deloraine,TAS,0.09507042253521127
2022,Deloraine High School,Deloraine,TAS,0.09712230215827339
2021,Deloraine High School,Deloraine,TAS,0.10408921933085502
2020,Deloraine High School,Deloraine,TAS,0.1037037037037037
2019,Deloraine High School,Deloraine,TAS,0.09701492537313433
2018,Deloraine High School,Deloraine,TAS,0.10887096774193548
2017,Deloraine High School,Deloraine,TAS,0.09465020576131687
2016,Deloraine High School,Deloraine,TAS,0.09205020920502092
2015,Deloraine High School,Deloraine,TAS,0.10330578512396695
2014,Deloraine High School,Deloraine,TAS,0.10483870967741936
2013,Deloraine High School,Deloraine,TAS,0.10084033613445378
2012,Deloraine High School,Deloraine,TAS,0.10869565217391304
2011,Deloraine High School,Deloraine,TAS,0.10638297872340426
2010,Deloraine High School,Deloraine,TAS,0.09236947791164658
2009,Deloraine High School,Deloraine,TAS,0.10211267605633803
2008,Deloraine High School,Deloraine,TAS,0.10175438596491228
2024,Glenora District School,Glenora,TAS,0.11707317073170732
2023,Glenora District School,Glenora,TAS,0.10091743119266056
2022,Glenora District School,Glenora,TAS,0.11224489795918367
2021,Glenora District School,Glenora,TAS,0.0867579908675799
2020,Glenora District School,Glenora,TAS,0.08482142857142858
2019,Glenora District School,Glenora,TAS,0.09289617486338798
2018,Glenora District School,Glenora,TAS,0.0913978494623656
2017,Glenora District School,Glenora,TAS,0.08854166666666667
2016,Glenora District School,Glenora,TAS,0.08629441624365482
2015,Glenora District School,Glenora,TAS,0.1111111111111111
2014,Glenora District School,Glenora,TAS,0.10152284263959391
2013,Glenora District School,Glenora,TAS,0.09547738693467336
2012,Glenora District School,Glenora,TAS,0.13043478260869565
2011,Glenora District School,Glenora,TAS,0.12299465240641712
2010,Glenora District School,Glenora,TAS,0.105
2009,Glenora District School,Glenora,TAS,0.1
2008,Glenora District School,Glenora,TAS,0.0891089108910891
2024,New Norfolk High School,New Norfolk,TAS,0.1111111111111111
2023,New Norfolk High School,New Norfolk,TAS,0.1165644171779141
2022,New Norfolk High School,New Norfolk,TAS,0.12023460410557185
2021,New Norfolk High School,New Norfolk,TAS,0.1016949152542373
2020,New Norfolk High School,New Norfolk,TAS,0.09620991253644315
2019,New Norfolk High School,New Norfolk,TAS,0.09554140127388536
2018,New Norfolk High School,New Norfolk,TAS,0.1
2017,New Norfolk High School,New Norfolk,TAS,0.09386281588447654
2016,New Norfolk High School,New Norfolk,TAS,0.09252669039145907
2015,New Norfolk High School,New Norfolk,TAS,0.09712230215827339
2014,New Norfolk High School,New Norfolk,TAS,0.09688581314878893
2013,New Norfolk High School,New Norfolk,TAS,0.09554140127388536
2012,New Norfolk High School,New Norfolk,TAS,0.10248447204968944
2011,New Norfolk High School,New Norfolk,TAS,0.09577464788732394
2010,New Norfolk High School,New Norfolk,TAS,0.08683473389355742
2009,New Norfolk High School,New Norfolk,TAS,0.08179419525065963
2008,New Norfolk High School,New Norfolk,TAS,0.07756232686980609
2024,Oatlands District High School,Oatlands,TAS,0.12195121951219512
2023,Oatlands District High School,Oatlands,TAS,0.11917098445595854
2022,Oatlands District High School,Oatlands,TAS,0.13705583756345177
2021,Oatlands District High School,Oatlands,TAS,0.11650485436893204
2020,Oatlands District High School,Oatlands,TAS,0.125
2019,Oatlands District High School,Oatlands,TAS,0.11904761904761904
2018,Oatlands District High School,Oatlands,TAS,0.10569105691056911
2017,Oatlands District High School,Oatlands,TAS,0.1067193675889328
2016,Oatlands District High School,Oatlands,TAS,0.10820895522388059
2015,Oatlands District High School,Oatlands,TAS,0.09764309764309764
2014,Oatlands District High School,Oatlands,TAS,0.0924092409240924
2013,Oatlands District High School,Oatlands,TAS,0.08860759493670886
2012,Oatlands District High School,Oatlands,TAS,0.09508196721311475
2011,Oatlands District High School,Oatlands,TAS,0.08814589665653495
2010,Oatlands District High School,Oatlands,TAS,0.09177215189873418
2009,Oatlands District High School,Oatlands,TAS,0.090625
2008,Oatlands District High School,Oatlands,TAS,0.08176100628930817
2009,Ouse District School,Ouse,TAS,0.0945945945945946
2008,Ouse District School,Ouse,TAS,0.10810810810810811
2024,Rosebery District School,Rosebery,TAS,0.18840579710144928
2023,Rosebery District School,Rosebery,TAS,0.1527777777777778
2022,Rosebery District School,Rosebery,TAS,0.16666666666666666
2021,Rosebery District School,Rosebery,TAS,0.175
2020,Rosebery District School,Rosebery,TAS,0.16455696202531644
2019,Rosebery District School,Rosebery,TAS,0.16883116883116883
2018,Rosebery District School,Rosebery,TAS,0.1348314606741573
2017,Rosebery District School,Rosebery,TAS,0.15151515151515152
2016,Rosebery District School,Rosebery,TAS,0.16091954022988506
2015,Rosebery District School,Rosebery,TAS,0.1276595744680851
2014,Rosebery District School,Rosebery,TAS,0.13043478260869565
2013,Rosebery District School,Rosebery,TAS,0.11926605504587157
2012,Rosebery District School,Rosebery,TAS,0.13333333333333333
2011,Rosebery District School,Rosebery,TAS,0.11764705882352941
2010,Rosebery District School,Rosebery,TAS,0.125
2009,Rosebery District School,Rosebery,TAS,0.11678832116788321
2008,Rosebery District School,Rosebery,TAS,0.1
2024,St Helens District High School,St Helens,TAS,0.09240246406570841
2023,St Helens District High School,St Helens,TAS,0.09430255402750491
2022,St Helens District High School,St Helens,TAS,0.08587786259541985
2021,St Helens District High School,St Helens,TAS,0.087890625
2020,St Helens District High School,St Helens,TAS,0.09864603481624758
2019,St Helens District High School,St Helens,TAS,0.08979591836734693
2018,St Helens District High School,St Helens,TAS,0.08617234468937876
2017,St Helens District High School,St Helens,TAS,0.09456740442655935
2016,St Helens District High School,St Helens,TAS,0.08971962616822429
2015,St Helens District High School,St Helens,TAS,0.10344827586206896
2014,St Helens District High School,St Helens,TAS,0.09786476868327403
2013,St Helens District High School,St Helens,TAS,0.09479553903345725
2012,St Helens District High School,St Helens,TAS,0.08193668528864059
2011,St Helens District High School,St Helens,TAS,0.09747292418772563
2010,St Helens District High School,St Helens,TAS,0.10091743119266056
2009,St Helens District High School,St Helens,TAS,0.09628378378378379
2008,St Helens District High School,St Helens,TAS,0.0889967637540453
2024,St Marys District School,St Marys,TAS,0.13247863247863248
2023,St Marys District School,St Marys,TAS,0.11787072243346007
2022,St Marys District School,St Marys,TAS,0.12371134020618557
2021,St Marys District School,St Marys,TAS,0.12416107382550336
2020,St Marys District School,St Marys,TAS,0.11074918566775244
2019,St Marys District School,St Marys,TAS,0.10835913312693499
2018,St Marys District School,St Marys,TAS,0.11650485436893204
2017,St Marys District School,St Marys,TAS,0.10185185185185185
2016,St Marys District School,St Marys,TAS,0.0950920245398773
2015,St Marys District School,St Marys,TAS,0.103125
2014,St Marys District School,St Marys,TAS,0.096875
2013,St Marys District School,St Marys,TAS,0.0953757225433526
2012,St Marys District School,St Marys,TAS,0.09358288770053476
2011,St Marys District School,St Marys,TAS,0.01038961038961039
2010,St Marys District School,St Marys,TAS,0.10443864229765012
2009,St Marys District School,St Marys,TAS,0.10601719197707736
2008,St Marys District School,St Marys,TAS,0.09042553191489362
2024,Triabunna District School,Triabunna,TAS,0.14285714285714285
2023,Triabunna District School,Triabunna,TAS,0.12209302325581395
2022,Triabunna District School,Triabunna,TAS,0.09743589743589744
2021,Triabunna District School,Triabunna,TAS,0.11299435028248588
2020,Triabunna District School,Triabunna,TAS,0.12195121951219512
2019,Triabunna District School,Triabunna,TAS,0.12578616352201258
2018,Triabunna District School,Triabunna,TAS,0.1310344827586207
2017,Triabunna District School,Triabunna,TAS,0.11976047904191617
2016,Triabunna District School,Triabunna,TAS,0.125
2015,Triabunna District School,Triabunna,TAS,0.09770114942528736
2014,Triabunna District School,Triabunna,TAS,0.1232876712328767
2013,Triabunna District School,Triabunna,TAS,0.10365853658536585
2012,Triabunna District School,Triabunna,TAS,0.10778443113772455
2011,Triabunna District School,Triabunna,TAS,0.10778443113772455
2010,Triabunna District School,Triabunna,TAS,0.10404624277456648
2009,Triabunna District School,Triabunna,TAS,0.1
2008,Triabunna District School,Triabunna,TAS,0.0962566844919786
2024,Burnie High School,Cooee,TAS,0.08695652173913043
2023,Burnie High School,Cooee,TAS,0.08587786259541985
2022,Burnie High School,Cooee,TAS,0.0852994555353902
2021,Burnie High School,Cooee,TAS,0.07718696397941681
2020,Burnie High School,Cooee,TAS,0.07037643207855974
2019,Burnie High School,Cooee,TAS,0.06878306878306878
2018,Burnie High School,Cooee,TAS,0.07118055555555555
2017,Burnie High School,Cooee,TAS,0.07462686567164178
2016,Burnie High School,Cooee,TAS,0.07992565055762081
2015,Burnie High School,Cooee,TAS,0.08014571948998178
2014,Burnie High School,Cooee,TAS,0.07442748091603053
2013,Burnie High School,Cooee,TAS,0.06871609403254973
2012,Burnie High School,Cooee,TAS,0.07312252964426877
2011,Burnie High School,Cooee,TAS,0.07584830339321358
2010,Burnie High School,Cooee,TAS,0.07677543186180422
2009,Burnie High School,Cooee,TAS,0.07532956685499058
2008,Burnie High School,Cooee,TAS,0.07861060329067641
2024,Campbell Town District High School,Campbell Town,TAS,0.12727272727272726
2023,Campbell Town District High School,Campbell Town,TAS,0.11659192825112108
2022,Campbell Town District High School,Campbell Town,TAS,0.13636363636363635
2021,Campbell Town District High School,Campbell Town,TAS,0.12
2020,Campbell Town District High School,Campbell Town,TAS,0.11790393013100436
2019,Campbell Town District High School,Campbell Town,TAS,0.11363636363636363
2018,Campbell Town District High School,Campbell Town,TAS,0.11538461538461539
2017,Campbell Town District High School,Campbell Town,TAS,0.11594202898550725
2016,Campbell Town District High School,Campbell Town,TAS,0.107981220657277
2015,Campbell Town District High School,Campbell Town,TAS,0.1218274111675127
2014,Campbell Town District High School,Campbell Town,TAS,0.10952380952380952
2013,Campbell Town District High School,Campbell Town,TAS,0.09859154929577464
2012,Campbell Town District High School,Campbell Town,TAS,0.09210526315789473
2011,Campbell Town District High School,Campbell Town,TAS,0.10550458715596331
2010,Campbell Town District High School,Campbell Town,TAS,0.1
2009,Campbell Town District High School,Campbell Town,TAS,0.07883817427385892
2008,Campbell Town District High School,Campbell Town,TAS,0.08085106382978724
2024,Cressy District High School,Cressy,TAS,0.09273182957393483
2023,Cressy District High School,Cressy,TAS,0.08045977011494253
2022,Cressy District High School,Cressy,TAS,0.08227848101265822
2021,Cressy District High School,Cressy,TAS,0.08389261744966443
2020,Cressy District High School,Cressy,TAS,0.08389261744966443
2019,Cressy District High School,Cressy,TAS,0.0858085808580858
